	Abilities	Height	Local №	National №	Species	Type	Weight	name
230	1. SturdySand Veil (hidden ability)	3′07″ (1.1 m)	196 (Gold/Silver/Crystal)166 (Ruby/Sapphire/Emerald)201 (HeartGold/SoulSilver)173 (Omega Ruby/Alpha Sapphire)	232	Armor Pokémon	Ground	264.6 lbs (120.0 kg)	Donphan
231	1. Trace2. DownloadAnalytic (hidden ability)	2′00″ (0.6 m)	216 (Gold/Silver/Crystal)193 (Platinum)221 (HeartGold/SoulSilver)218 (Sun/Moon — Alola dex)282 (U.Sun/U.Moon — Alola dex)	233	Virtual Pokémon	Normal	71.6 lbs (32.5 kg)	Porygon2
232	1. Intimidate2. FriskSap Sipper (hidden ability)	4′07″ (1.4 m)	129 (Gold/Silver/Crystal)131 (HeartGold/SoulSilver)	234	Big Horn Pokémon	Normal	157.0 lbs (71.2 kg)	Stantler
233	1. Own Tempo2. TechnicianMoody (hidden ability)	3′11″ (1.2 m)	157 (Gold/Silver/Crystal)159 (HeartGold/SoulSilver)124 (X/Y — Central Kalos)058 (Sun/Moon — Alola dex)070 (U.Sun/U.Moon — Alola dex)	235	Painter Pokémon	Normal	127.9 lbs (58.0 kg)	Smeargle
234	1. Guts2. SteadfastVital Spirit (hidden ability)	2′04″ (0.7 m)	143 (Gold/Silver/Crystal)145 (HeartGold/SoulSilver)	236	Scuffle Pokémon	Fighting	46.3 lbs (21.0 kg)	Tyrogue
235	1. Intimidate2. TechnicianSteadfast (hidden ability)	4′07″ (1.4 m)	146 (Gold/Silver/Crystal)148 (HeartGold/SoulSilver)	237	Handstand Pokémon	Fighting	105.8 lbs (48.0 kg)	Hitmontop
236	1. Oblivious2. ForewarnHydration (hidden ability)	1′04″ (0.4 m)	152 (Gold/Silver/Crystal)154 (HeartGold/SoulSilver)083 (X/Y — Mountain Kalos)109 (U.Sun/U.Moon — Alola dex)	238	Kiss Pokémon	Ice Psychic	13.2 lbs (6.0 kg)	Smoochum
237	1. StaticVital Spirit (hidden ability)	2′00″ (0.6 m)	154 (Gold/Silver/Crystal)197 (Platinum)156 (HeartGold/SoulSilver)056 (Black 2/White 2)226 (Sun/Moon — Alola dex)295 (U.Sun/U.Moon — Alola dex)	239	Electric Pokémon	Electric	51.8 lbs (23.5 kg)	Elekid
238	1. Flame BodyVital Spirit (hidden ability)	2′04″ (0.7 m)	150 (Gold/Silver/Crystal)200 (Platinum)152 (HeartGold/SoulSilver)053 (Black 2/White 2)166 (Sun/Moon — Alola dex)200 (U.Sun/U.Moon — Alola dex)	240	Live Coal Pokémon	Fire	47.2 lbs (21.4 kg)	Magby
239	1. Thick Fat2. ScrappySap Sipper (hidden ability)	3′11″ (1.2 m)	149 (Gold/Silver/Crystal)151 (HeartGold/SoulSilver)126 (X/Y — Coastal Kalos)138 (Sun/Moon — Alola dex)171 (U.Sun/U.Moon — Alola dex)	241	Milk Cow Pokémon	Normal	166.4 lbs (75.5 kg)	Miltank
240	1. Natural Cure2. Serene GraceHealer (hidden ability)	4′11″ (1.5 m)	218 (Gold/Silver/Crystal)098 (Diamond/Pearl)098 (Platinum)223 (HeartGold/SoulSilver)034 (Sun/Moon — Alola dex)041 (U.Sun/U.Moon — Alola dex)	242	Happiness Pokémon	Normal	103.2 lbs (46.8 kg)	Blissey
241	1. PressureInner Focus (hidden ability)	6′03″ (1.9 m)	238 (Gold/Silver/Crystal)243 (HeartGold/SoulSilver)	243	Thunder Pokémon	Electric	392.4 lbs (178.0 kg)	Raikou
242	1. PressureInner Focus (hidden ability)	6′11″ (2.1 m)	239 (Gold/Silver/Crystal)244 (HeartGold/SoulSilver)	244	Volcano Pokémon	Fire	436.5 lbs (198.0 kg)	Entei
243	1. PressureInner Focus (hidden ability)	6′07″ (2.0 m)	240 (Gold/Silver/Crystal)245 (HeartGold/SoulSilver)	245	Aurora Pokémon	Water	412.3 lbs (187.0 kg)	Suicune
244	1. GutsSand Veil (hidden ability)	2′00″ (0.6 m)	244 (Gold/Silver/Crystal)249 (HeartGold/SoulSilver)292 (Black 2/White 2)102 (X/Y — Mountain Kalos)247 (U.Sun/U.Moon — Alola dex)	246	Rock Skin Pokémon	Rock Ground	158.7 lbs (72.0 kg)	Larvitar
245	1. Shed Skin	3′11″ (1.2 m)	245 (Gold/Silver/Crystal)250 (HeartGold/SoulSilver)293 (Black 2/White 2)103 (X/Y — Mountain Kalos)248 (U.Sun/U.Moon — Alola dex)	247	Hard Shell Pokémon	Rock Ground	335.1 lbs (152.0 kg)	Pupitar
246	1. Sand StreamUnnerve (hidden ability)	6′07″ (2.0 m)	246 (Gold/Silver/Crystal)251 (HeartGold/SoulSilver)294 (Black 2/White 2)104 (X/Y — Mountain Kalos)249 (U.Sun/U.Moon — Alola dex)	248	Armor Pokémon	Rock Dark	445.3 lbs (202.0 kg)	Tyranitar
247	1. PressureMultiscale (hidden ability)	17′01″ (5.2 m)	247 (Gold/Silver/Crystal)252 (HeartGold/SoulSilver)	249	Diving Pokémon	Psychic Flying	476.2 lbs (216.0 kg)	Lugia
248	1. PressureRegenerator (hidden ability)	12′06″ (3.8 m)	248 (Gold/Silver/Crystal)253 (HeartGold/SoulSilver)	250	Rainbow Pokémon	Fire Flying	438.7 lbs (199.0 kg)	Ho-oh
249	1. Natural Cure	2′00″ (0.6 m)	251 (Gold/Silver/Crystal)256 (HeartGold/SoulSilver)	251	Time Travel Pokémon	Psychic Grass	11.0 lbs (5.0 kg)	Celebi
250	1. OvergrowUnburden (hidden ability)	1′08″ (0.5 m)	001 (Ruby/Sapphire/Emerald)001 (Omega Ruby/Alpha Sapphire)	252	Wood Gecko Pokémon	Grass	11.0 lbs (5.0 kg)	Treecko
251	1. OvergrowUnburden (hidden ability)	2′11″ (0.9 m)	002 (Ruby/Sapphire/Emerald)002 (Omega Ruby/Alpha Sapphire)	253	Wood Gecko Pokémon	Grass	47.6 lbs (21.6 kg)	Grovyle
252	1. OvergrowUnburden (hidden ability)	5′07″ (1.7 m)	003 (Ruby/Sapphire/Emerald)003 (Omega Ruby/Alpha Sapphire)	254	Forest Pokémon	Grass	115.1 lbs (52.2 kg)	Sceptile
253	1. BlazeSpeed Boost (hidden ability)	1′04″ (0.4 m)	004 (Ruby/Sapphire/Emerald)004 (Omega Ruby/Alpha Sapphire)	255	Chick Pokémon	Fire	5.5 lbs (2.5 kg)	Torchic
254	1. BlazeSpeed Boost (hidden ability)	2′11″ (0.9 m)	005 (Ruby/Sapphire/Emerald)005 (Omega Ruby/Alpha Sapphire)	256	Young Fowl Pokémon	Fire Fighting	43.0 lbs (19.5 kg)	Combusken
255	1. BlazeSpeed Boost (hidden ability)	6′03″ (1.9 m)	006 (Ruby/Sapphire/Emerald)006 (Omega Ruby/Alpha Sapphire)	257	Blaze Pokémon	Fire Fighting	114.6 lbs (52.0 kg)	Blaziken
256	1. TorrentDamp (hidden ability)	1′04″ (0.4 m)	007 (Ruby/Sapphire/Emerald)007 (Omega Ruby/Alpha Sapphire)	258	Mud Fish Pokémon	Water	16.8 lbs (7.6 kg)	Mudkip
257	1. TorrentDamp (hidden ability)	2′04″ (0.7 m)	008 (Ruby/Sapphire/Emerald)008 (Omega Ruby/Alpha Sapphire)	259	Mud Fish Pokémon	Water Ground	61.7 lbs (28.0 kg)	Marshtomp
258	1. TorrentDamp (hidden ability)	4′11″ (1.5 m)	009 (Ruby/Sapphire/Emerald)009 (Omega Ruby/Alpha Sapphire)	260	Mud Fish Pokémon	Water Ground	180.6 lbs (81.9 kg)	Swampert
259	1. Run Away2. Quick FeetRattled (hidden ability)	1′08″ (0.5 m)	010 (Ruby/Sapphire/Emerald)044 (X/Y — Mountain Kalos)010 (Omega Ruby/Alpha Sapphire)	261	Bite Pokémon	Dark	30.0 lbs (13.6 kg)	Poochyena
260	1. Intimidate2. Quick FeetMoxie (hidden ability)	3′03″ (1.0 m)	011 (Ruby/Sapphire/Emerald)045 (X/Y — Mountain Kalos)011 (Omega Ruby/Alpha Sapphire)	262	Bite Pokémon	Dark	81.6 lbs (37.0 kg)	Mightyena
261	1. Pickup2. GluttonyQuick Feet (hidden ability)	1′04″ (0.4 m)	012 (Ruby/Sapphire/Emerald)012 (X/Y — Central Kalos)012 (Omega Ruby/Alpha Sapphire)	263	TinyRaccoon Pokémon	Normal	38.6 lbs (17.5 kg)	Zigzagoon
262	1. Pickup2. GluttonyQuick Feet (hidden ability)	1′08″ (0.5 m)	013 (Ruby/Sapphire/Emerald)013 (X/Y — Central Kalos)013 (Omega Ruby/Alpha Sapphire)	264	Rushing Pokémon	Normal	71.6 lbs (32.5 kg)	Linoone
263	1. Shield DustRun Away (hidden ability)	1′00″ (0.3 m)	014 (Ruby/Sapphire/Emerald)048 (Diamond/Pearl)048 (Platinum)014 (Omega Ruby/Alpha Sapphire)	265	Worm Pokémon	Bug	7.9 lbs (3.6 kg)	Wurmple
264	1. Shed Skin	2′00″ (0.6 m)	015 (Ruby/Sapphire/Emerald)049 (Diamond/Pearl)049 (Platinum)015 (Omega Ruby/Alpha Sapphire)	266	Cocoon Pokémon	Bug	22.0 lbs (10.0 kg)	Silcoon
265	1. SwarmRivalry (hidden ability)	3′03″ (1.0 m)	016 (Ruby/Sapphire/Emerald)050 (Diamond/Pearl)050 (Platinum)016 (Omega Ruby/Alpha Sapphire)	267	Butterfly Pokémon	Bug Flying	62.6 lbs (28.4 kg)	Beautifly
266	1. Shed Skin	2′04″ (0.7 m)	017 (Ruby/Sapphire/Emerald)051 (Diamond/Pearl)051 (Platinum)017 (Omega Ruby/Alpha Sapphire)	268	Cocoon Pokémon	Bug	25.4 lbs (11.5 kg)	Cascoon
267	1. Shield DustCompound Eyes (hidden ability)	3′11″ (1.2 m)	018 (Ruby/Sapphire/Emerald)052 (Diamond/Pearl)052 (Platinum)018 (Omega Ruby/Alpha Sapphire)	269	Poison Moth Pokémon	Bug Poison	69.7 lbs (31.6 kg)	Dustox
268	1. Swift Swim2. Rain DishOwn Tempo (hidden ability)	1′08″ (0.5 m)	019 (Ruby/Sapphire/Emerald)055 (X/Y — Mountain Kalos)019 (Omega Ruby/Alpha Sapphire)	270	Water Weed Pokémon	Water Grass	5.7 lbs (2.6 kg)	Lotad
269	1. Swift Swim2. Rain DishOwn Tempo (hidden ability)	3′11″ (1.2 m)	020 (Ruby/Sapphire/Emerald)056 (X/Y — Mountain Kalos)020 (Omega Ruby/Alpha Sapphire)	271	Jolly Pokémon	Water Grass	71.6 lbs (32.5 kg)	Lombre
270	1. Swift Swim2. Rain DishOwn Tempo (hidden ability)	4′11″ (1.5 m)	021 (Ruby/Sapphire/Emerald)057 (X/Y — Mountain Kalos)021 (Omega Ruby/Alpha Sapphire)	272	Carefree Pokémon	Water Grass	121.3 lbs (55.0 kg)	Ludicolo
271	1. Chlorophyll2. Early BirdPickpocket (hidden ability)	1′08″ (0.5 m)	022 (Ruby/Sapphire/Emerald)022 (Omega Ruby/Alpha Sapphire)	273	Acorn Pokémon	Grass	8.8 lbs (4.0 kg)	Seedot
272	1. Chlorophyll2. Early BirdPickpocket (hidden ability)	3′03″ (1.0 m)	023 (Ruby/Sapphire/Emerald)023 (Omega Ruby/Alpha Sapphire)	274	Wily Pokémon	Grass Dark	61.7 lbs (28.0 kg)	Nuzleaf
273	1. Chlorophyll2. Early BirdPickpocket (hidden ability)	4′03″ (1.3 m)	024 (Ruby/Sapphire/Emerald)024 (Omega Ruby/Alpha Sapphire)	275	Wicked Pokémon	Grass Dark	131.4 lbs (59.6 kg)	Shiftry
274	1. GutsScrappy (hidden ability)	1′00″ (0.3 m)	025 (Ruby/Sapphire/Emerald)019 (X/Y — Coastal Kalos)025 (Omega Ruby/Alpha Sapphire)	276	TinySwallow Pokémon	Normal Flying	5.1 lbs (2.3 kg)	Taillow
275	1. GutsScrappy (hidden ability)	2′04″ (0.7 m)	026 (Ruby/Sapphire/Emerald)020 (X/Y — Coastal Kalos)026 (Omega Ruby/Alpha Sapphire)	277	Swallow Pokémon	Normal Flying	43.7 lbs (19.8 kg)	Swellow
276	1. Keen Eye2. HydrationRain Dish (hidden ability)	2′00″ (0.6 m)	027 (Ruby/Sapphire/Emerald)119 (Diamond/Pearl)119 (Platinum)212 (Black 2/White 2)017 (X/Y — Coastal Kalos)027 (Omega Ruby/Alpha Sapphire)040 (Sun/Moon — Alola dex)047 (U.Sun/U.Moon — Alola dex)	278	Seagull Pokémon	Water Flying	20.9 lbs (9.5 kg)	Wingull
277	1. Keen Eye2. DrizzleRain Dish (hidden ability)	3′11″ (1.2 m)	028 (Ruby/Sapphire/Emerald)120 (Diamond/Pearl)120 (Platinum)213 (Black 2/White 2)018 (X/Y — Coastal Kalos)028 (Omega Ruby/Alpha Sapphire)041 (Sun/Moon — Alola dex)048 (U.Sun/U.Moon — Alola dex)	279	Water Bird Pokémon	Water Flying	61.7 lbs (28.0 kg)	Pelipper
278	1. Synchronize2. TraceTelepathy (hidden ability)	1′04″ (0.4 m)	029 (Ruby/Sapphire/Emerald)157 (Platinum)064 (X/Y — Central Kalos)029 (Omega Ruby/Alpha Sapphire)	280	Feeling Pokémon	Psychic Fairy	14.6 lbs (6.6 kg)	Ralts
279	1. Synchronize2. TraceTelepathy (hidden ability)	2′07″ (0.8 m)	030 (Ruby/Sapphire/Emerald)158 (Platinum)065 (X/Y — Central Kalos)030 (Omega Ruby/Alpha Sapphire)	281	Emotion Pokémon	Psychic Fairy	44.5 lbs (20.2 kg)	Kirlia
280	1. Synchronize2. TraceTelepathy (hidden ability)	5′03″ (1.6 m)	031 (Ruby/Sapphire/Emerald)159 (Platinum)066 (X/Y — Central Kalos)031 (Omega Ruby/Alpha Sapphire)	282	Embrace Pokémon	Psychic Fairy	106.7 lbs (48.4 kg)	Gardevoir
281	1. Swift SwimRain Dish (hidden ability)	1′08″ (0.5 m)	032 (Ruby/Sapphire/Emerald)047 (X/Y — Central Kalos)033 (Omega Ruby/Alpha Sapphire)139 (Sun/Moon — Alola dex)172 (U.Sun/U.Moon — Alola dex)	283	Pond Skater Pokémon	Bug Water	3.7 lbs (1.7 kg)	Surskit
282	1. IntimidateUnnerve (hidden ability)	2′07″ (0.8 m)	033 (Ruby/Sapphire/Emerald)048 (X/Y — Central Kalos)034 (Omega Ruby/Alpha Sapphire)140 (Sun/Moon — Alola dex)173 (U.Sun/U.Moon — Alola dex)	284	Eyeball Pokémon	Bug Flying	7.9 lbs (3.6 kg)	Masquerain
283	1. Effect Spore2. Poison HealQuick Feet (hidden ability)	1′04″ (0.4 m)	034 (Ruby/Sapphire/Emerald)035 (Omega Ruby/Alpha Sapphire)	285	Mushroom Pokémon	Grass	9.9 lbs (4.5 kg)	Shroomish
284	1. Effect Spore2. Poison HealTechnician (hidden ability)	3′11″ (1.2 m)	035 (Ruby/Sapphire/Emerald)036 (Omega Ruby/Alpha Sapphire)	286	Mushroom Pokémon	Grass Fighting	86.4 lbs (39.2 kg)	Breloom
285	1. Truant	2′07″ (0.8 m)	036 (Ruby/Sapphire/Emerald)276 (Black 2/White 2)037 (Omega Ruby/Alpha Sapphire)	287	Slacker Pokémon	Normal	52.9 lbs (24.0 kg)	Slakoth
286	1. Vital Spirit	4′07″ (1.4 m)	037 (Ruby/Sapphire/Emerald)277 (Black 2/White 2)038 (Omega Ruby/Alpha Sapphire)	288	Wild Monkey Pokémon	Normal	102.5 lbs (46.5 kg)	Vigoroth
287	1. Truant	6′07″ (2.0 m)	038 (Ruby/Sapphire/Emerald)278 (Black 2/White 2)039 (Omega Ruby/Alpha Sapphire)	289	Lazy Pokémon	Normal	287.7 lbs (130.5 kg)	Slaking
288	1. Compound EyesRun Away (hidden ability)	1′08″ (0.5 m)	042 (Ruby/Sapphire/Emerald)111 (X/Y — Central Kalos)043 (Omega Ruby/Alpha Sapphire)	290	Trainee Pokémon	Bug Ground	12.1 lbs (5.5 kg)	Nincada
289	1. Speed BoostInfiltrator (hidden ability)	2′07″ (0.8 m)	043 (Ruby/Sapphire/Emerald)112 (X/Y — Central Kalos)044 (Omega Ruby/Alpha Sapphire)	291	Ninja Pokémon	Bug Flying	26.5 lbs (12.0 kg)	Ninjask
290	1. Wonder Guard	2′07″ (0.8 m)	044 (Ruby/Sapphire/Emerald)113 (X/Y — Central Kalos)045 (Omega Ruby/Alpha Sapphire)	292	Shed Pokémon	Bug Ghost	2.6 lbs (1.2 kg)	Shedinja
291	1. SoundproofRattled (hidden ability)	2′00″ (0.6 m)	045 (Ruby/Sapphire/Emerald)140 (X/Y — Central Kalos)046 (Omega Ruby/Alpha Sapphire)	293	Whisper Pokémon	Normal	35.9 lbs (16.3 kg)	Whismur
292	1. SoundproofScrappy (hidden ability)	3′03″ (1.0 m)	046 (Ruby/Sapphire/Emerald)141 (X/Y — Central Kalos)047 (Omega Ruby/Alpha Sapphire)	294	Big Voice Pokémon	Normal	89.3 lbs (40.5 kg)	Loudred
293	1. SoundproofScrappy (hidden ability)	4′11″ (1.5 m)	047 (Ruby/Sapphire/Emerald)142 (X/Y — Central Kalos)048 (Omega Ruby/Alpha Sapphire)	295	Loud Noise Pokémon	Normal	185.2 lbs (84.0 kg)	Exploud
294	1. Thick Fat2. GutsSheer Force (hidden ability)	3′03″ (1.0 m)	048 (Ruby/Sapphire/Emerald)095 (X/Y — Coastal Kalos)049 (Omega Ruby/Alpha Sapphire)056 (Sun/Moon — Alola dex)068 (U.Sun/U.Moon — Alola dex)	296	Guts Pokémon	Fighting	190.5 lbs (86.4 kg)	Makuhita
295	1. Thick Fat2. GutsSheer Force (hidden ability)	7′07″ (2.3 m)	049 (Ruby/Sapphire/Emerald)096 (X/Y — Coastal Kalos)050 (Omega Ruby/Alpha Sapphire)057 (Sun/Moon — Alola dex)069 (U.Sun/U.Moon — Alola dex)	297	Arm Thrust Pokémon	Fighting	559.5 lbs (253.8 kg)	Hariyama
296	1. Thick Fat2. Huge PowerSap Sipper (hidden ability)	0′08″ (0.2 m)	054 (Ruby/Sapphire/Emerald)124 (Diamond/Pearl)124 (Platinum)030 (Black 2/White 2)041 (X/Y — Central Kalos)055 (Omega Ruby/Alpha Sapphire)	298	Polka Dot Pokémon	Normal Fairy	4.4 lbs (2.0 kg)	Azurill
297	1. Sturdy2. Magnet PullSand Force (hidden ability)	3′03″ (1.0 m)	060 (Ruby/Sapphire/Emerald)155 (Platinum)164 (Black 2/White 2)093 (X/Y — Coastal Kalos)061 (Omega Ruby/Alpha Sapphire)198 (Sun/Moon — Alola dex)254 (U.Sun/U.Moon — Alola dex)	299	Compass Pokémon	Rock	213.8 lbs (97.0 kg)	Nosepass
298	1. Cute Charm2. NormalizeWonder Skin (hidden ability)	2′00″ (0.6 m)	061 (Ruby/Sapphire/Emerald)078 (Black 2/White 2)078 (X/Y — Central Kalos)063 (Omega Ruby/Alpha Sapphire)	300	Kitten Pokémon	Normal	24.3 lbs (11.0 kg)	Skitty
299	1. Cute Charm2. NormalizeWonder Skin (hidden ability)	3′07″ (1.1 m)	062 (Ruby/Sapphire/Emerald)079 (Black 2/White 2)079 (X/Y — Central Kalos)064 (Omega Ruby/Alpha Sapphire)	301	Prim Pokémon	Normal	71.9 lbs (32.6 kg)	Delcatty
300	1. Keen Eye2. StallPrankster (hidden ability)	1′08″ (0.5 m)	068 (Ruby/Sapphire/Emerald)123 (X/Y — Coastal Kalos)070 (Omega Ruby/Alpha Sapphire)102 (Sun/Moon — Alola dex)124 (U.Sun/U.Moon — Alola dex)	302	Darkness Pokémon	Dark Ghost	24.3 lbs (11.0 kg)	Sableye
301	1. Hyper Cutter2. IntimidateSheer Force (hidden ability)	2′00″ (0.6 m)	069 (Ruby/Sapphire/Emerald)063 (X/Y — Coastal Kalos)071 (Omega Ruby/Alpha Sapphire)125 (U.Sun/U.Moon — Alola dex)	303	Deceiver Pokémon	Steel Fairy	25.4 lbs (11.5 kg)	Mawile
302	1. Sturdy2. Rock HeadHeavy Metal (hidden ability)	1′04″ (0.4 m)	070 (Ruby/Sapphire/Emerald)166 (Black 2/White 2)099 (X/Y — Mountain Kalos)072 (Omega Ruby/Alpha Sapphire)	304	Iron Armor Pokémon	Steel Rock	132.3 lbs (60.0 kg)	Aron
303	1. Sturdy2. Rock HeadHeavy Metal (hidden ability)	2′11″ (0.9 m)	071 (Ruby/Sapphire/Emerald)167 (Black 2/White 2)100 (X/Y — Mountain Kalos)073 (Omega Ruby/Alpha Sapphire)	305	Iron Armor Pokémon	Steel Rock	264.6 lbs (120.0 kg)	Lairon
304	1. Sturdy2. Rock HeadHeavy Metal (hidden ability)	6′11″ (2.1 m)	072 (Ruby/Sapphire/Emerald)168 (Black 2/White 2)101 (X/Y — Mountain Kalos)074 (Omega Ruby/Alpha Sapphire)	306	Iron Armor Pokémon	Steel Rock	793.7 lbs (360.0 kg)	Aggron
305	1. Pure PowerTelepathy (hidden ability)	2′00″ (0.6 m)	076 (Ruby/Sapphire/Emerald)086 (Diamond/Pearl)086 (Platinum)143 (X/Y — Central Kalos)078 (Omega Ruby/Alpha Sapphire)	307	Meditate Pokémon	Fighting Psychic	24.7 lbs (11.2 kg)	Meditite
306	1. Pure PowerTelepathy (hidden ability)	4′03″ (1.3 m)	077 (Ruby/Sapphire/Emerald)087 (Diamond/Pearl)087 (Platinum)144 (X/Y — Central Kalos)079 (Omega Ruby/Alpha Sapphire)	308	Meditate Pokémon	Fighting Psychic	69.4 lbs (31.5 kg)	Medicham
307	1. Static2. Lightning RodMinus (hidden ability)	2′00″ (0.6 m)	078 (Ruby/Sapphire/Emerald)073 (X/Y — Coastal Kalos)080 (Omega Ruby/Alpha Sapphire)293 (U.Sun/U.Moon — Alola dex)	309	Lightning Pokémon	Electric	33.5 lbs (15.2 kg)	Electrike
308	1. Static2. Lightning RodMinus (hidden ability)	4′11″ (1.5 m)	079 (Ruby/Sapphire/Emerald)074 (X/Y — Coastal Kalos)081 (Omega Ruby/Alpha Sapphire)294 (U.Sun/U.Moon — Alola dex)	310	Discharge Pokémon	Electric	88.6 lbs (40.2 kg)	Manectric
309	1. PlusLightning Rod (hidden ability)	1′04″ (0.4 m)	080 (Ruby/Sapphire/Emerald)096 (X/Y — Central Kalos)082 (Omega Ruby/Alpha Sapphire)	311	Cheering Pokémon	Electric	9.3 lbs (4.2 kg)	Plusle
310	1. MinusVolt Absorb (hidden ability)	1′04″ (0.4 m)	081 (Ruby/Sapphire/Emerald)097 (X/Y — Central Kalos)083 (Omega Ruby/Alpha Sapphire)	312	Cheering Pokémon	Electric	9.3 lbs (4.2 kg)	Minun
311	1. Illuminate2. SwarmPrankster (hidden ability)	2′04″ (0.7 m)	086 (Ruby/Sapphire/Emerald)133 (X/Y — Central Kalos)089 (Omega Ruby/Alpha Sapphire)	313	Firefly Pokémon	Bug	39.0 lbs (17.7 kg)	Volbeat
312	1. Oblivious2. Tinted LensPrankster (hidden ability)	2′00″ (0.6 m)	087 (Ruby/Sapphire/Emerald)134 (X/Y — Central Kalos)090 (Omega Ruby/Alpha Sapphire)	314	Firefly Pokémon	Bug	39.0 lbs (17.7 kg)	Illumise
313	1. Natural Cure2. Poison PointLeaf Guard (hidden ability)	1′00″ (0.3 m)	094 (Ruby/Sapphire/Emerald)026 (Diamond/Pearl)026 (Platinum)134 (Black 2/White 2)072 (X/Y — Central Kalos)098 (Omega Ruby/Alpha Sapphire)	315	Thorn Pokémon	Grass Poison	4.4 lbs (2.0 kg)	Roselia
314	1. Liquid Ooze2. Sticky HoldGluttony (hidden ability)	1′04″ (0.4 m)	095 (Ruby/Sapphire/Emerald)098 (X/Y — Central Kalos)100 (Omega Ruby/Alpha Sapphire)	316	Stomach Pokémon	Poison	22.7 lbs (10.3 kg)	Gulpin
315	1. Liquid Ooze2. Sticky HoldGluttony (hidden ability)	5′07″ (1.7 m)	096 (Ruby/Sapphire/Emerald)099 (X/Y — Central Kalos)101 (Omega Ruby/Alpha Sapphire)	317	Poison Bag Pokémon	Poison	176.4 lbs (80.0 kg)	Swalot
316	1. Rough SkinSpeed Boost (hidden ability)	2′07″ (0.8 m)	097 (Ruby/Sapphire/Emerald)055 (X/Y — Central Kalos)102 (Omega Ruby/Alpha Sapphire)264 (Sun/Moon — Alola dex)345 (U.Sun/U.Moon — Alola dex)	318	Savage Pokémon	Water Dark	45.9 lbs (20.8 kg)	Carvanha
317	1. Rough SkinSpeed Boost (hidden ability)	5′11″ (1.8 m)	098 (Ruby/Sapphire/Emerald)056 (X/Y — Central Kalos)103 (Omega Ruby/Alpha Sapphire)265 (Sun/Moon — Alola dex)346 (U.Sun/U.Moon — Alola dex)	319	Brutal Pokémon	Water Dark	195.8 lbs (88.8 kg)	Sharpedo
318	1. Water Veil2. ObliviousPressure (hidden ability)	6′07″ (2.0 m)	099 (Ruby/Sapphire/Emerald)240 (Black 2/White 2)027 (X/Y — Coastal Kalos)104 (Omega Ruby/Alpha Sapphire)266 (Sun/Moon — Alola dex)351 (U.Sun/U.Moon — Alola dex)	320	Ball Whale Pokémon	Water	286.6 lbs (130.0 kg)	Wailmer
319	1. Water Veil2. ObliviousPressure (hidden ability)	47′07″ (14.5 m)	100 (Ruby/Sapphire/Emerald)241 (Black 2/White 2)028 (X/Y — Coastal Kalos)105 (Omega Ruby/Alpha Sapphire)267 (Sun/Moon — Alola dex)352 (U.Sun/U.Moon — Alola dex)	321	Float Whale Pokémon	Water	877.4 lbs (398.0 kg)	Wailord
320	1. Oblivious2. SimpleOwn Tempo (hidden ability)	2′04″ (0.7 m)	101 (Ruby/Sapphire/Emerald)204 (Black 2/White 2)106 (Omega Ruby/Alpha Sapphire)	322	Numb Pokémon	Fire Ground	52.9 lbs (24.0 kg)	Numel
321	1. Magma Armor2. Solid RockAnger Point (hidden ability)	6′03″ (1.9 m)	102 (Ruby/Sapphire/Emerald)205 (Black 2/White 2)107 (Omega Ruby/Alpha Sapphire)	323	Eruption Pokémon	Fire Ground	485.0 lbs (220.0 kg)	Camerupt
322	1. White Smoke2. DroughtShell Armor (hidden ability)	1′08″ (0.5 m)	105 (Ruby/Sapphire/Emerald)096 (X/Y — Mountain Kalos)110 (Omega Ruby/Alpha Sapphire)223 (Sun/Moon — Alola dex)287 (U.Sun/U.Moon — Alola dex)	324	Coal Pokémon	Fire	177.2 lbs (80.4 kg)	Torkoal
323	1. Thick Fat2. Own TempoGluttony (hidden ability)	2′04″ (0.7 m)	110 (Ruby/Sapphire/Emerald)206 (Black 2/White 2)007 (X/Y — Coastal Kalos)115 (Omega Ruby/Alpha Sapphire)	325	Bounce Pokémon	Psychic	67.5 lbs (30.6 kg)	Spoink
324	1. Thick Fat2. Own TempoGluttony (hidden ability)	2′11″ (0.9 m)	111 (Ruby/Sapphire/Emerald)207 (Black 2/White 2)008 (X/Y — Coastal Kalos)116 (Omega Ruby/Alpha Sapphire)	326	Manipulate Pokémon	Psychic	157.6 lbs (71.5 kg)	Grumpig
325	1. Own Tempo2. Tangled FeetContrary (hidden ability)	3′07″ (1.1 m)	114 (Ruby/Sapphire/Emerald)131 (X/Y — Mountain Kalos)119 (Omega Ruby/Alpha Sapphire)105 (Sun/Moon — Alola dex)128 (U.Sun/U.Moon — Alola dex)	327	Spot Panda Pokémon	Normal	11.0 lbs (5.0 kg)	Spinda
326	1. Hyper Cutter2. Arena TrapSheer Force (hidden ability)	2′04″ (0.7 m)	116 (Ruby/Sapphire/Emerald)121 (Black 2/White 2)003 (X/Y — Mountain Kalos)121 (Omega Ruby/Alpha Sapphire)235 (Sun/Moon — Alola dex)304 (U.Sun/U.Moon — Alola dex)	328	Ant Pit Pokémon	Ground	33.1 lbs (15.0 kg)	Trapinch
